env,algo,rnn,n_episodes,n_frames,train_time,mean_return,std_return
t,sac-default,gru,740,668832,2586.1751,-19.8669,0.0000
t,sac-default,gru,750,678832,2628.7763,-18.1448,5.7376
t,sac-default,gru,760,688832,2674.8779,-19.4124,1.9235
t,sac-default,gru,770,698512,2718.2092,-19.8669,0.0000
t,sac-default,gru,780,708512,2760.8906,-19.8669,0.0000
t,sac-default,gru,790,718512,2805.3397,-18.7673,3.6719
t,sac-default,gru,800,728128,2846.4831,-19.8669,0.0000
t,sac-default,brc,410,273232,3203.5192,-19.5608,1.0634
t,sac-default,brc,420,281864,3301.9087,-19.8669,0.0000
t,sac-default,brc,430,291864,3419.2631,-19.8372,0.1296
t,sac-default,brc,440,300896,3520.2126,-16.4059,7.0476
t,sac-default,brc,450,310288,3635.1228,-17.5266,4.0223
t,sac-default,brc,460,318520,3733.9115,-19.8669,0.0000
t,sac-default,brc,470,328520,3847.3571,-19.8669,0.0000
t,sac-default,brc,480,338520,3964.8975,-19.8669,0.0000
t,sac-default,brc,490,348520,4084.1865,-19.8669,0.0000
t,sac-default,brc,500,358520,4198.2998,-19.8669,0.0000
t,sac-default,brc,510,368520,4315.8744,-19.8669,0.0000
t,sac-default,brc,520,378520,4432.1883,-19.8669,0.0000
t,sac-default,brc,530,388520,4552.0069,-19.8669,0.0000
t,sac-default,brc,540,398520,4672.5877,-19.8669,0.0000
t,sac-default,brc,550,408520,4790.3608,-19.8669,0.0000
t,sac-default,brc,560,418520,4906.3950,-19.8669,0.0000
t,sac-default,brc,570,428520,5023.3765,-19.8669,0.0000
t,sac-default,brc,580,438520,5137.5191,-19.8669,0.0000
t,sac-default,brc,590,448520,5249.8385,-19.8669,0.0000
t,sac-default,brc,600,458520,5367.4212,-19.8669,0.0000
t,sac-default,brc,610,468520,5481.0319,-19.8669,0.0000
t,sac-default,brc,620,478456,5599.3593,-19.8669,0.0000
t,sac-default,brc,630,487848,5707.9899,-19.8669,0.0000
t,sac-default,brc,640,497848,5816.1892,-19.8669,0.0000
t,sac-default,brc,650,507848,5930.0915,-19.8669,0.0000
t,sac-default,brc,660,517848,6040.9382,-19.8669,0.0000
t,sac-default,brc,670,527848,6155.3821,-19.8669,0.0000
t,sac-default,brc,680,537848,6272.1444,-19.8669,0.0000
t,sac-default,brc,690,547848,6386.2008,-19.8669,0.0000
t,sac-default,brc,700,557848,6503.5720,-19.8669,0.0000
t,sac-default,brc,710,567848,6619.4219,-19.8669,0.0000
t,sac-default,brc,720,577848,6737.3956,-19.8669,0.0000
t,sac-default,brc,730,587848,6843.4164,-19.8669,0.0000
t,sac-default,brc,740,597848,6961.0146,-19.8669,0.0000
t,sac-default,brc,750,607848,7077.1246,-19.8669,0.0000
t,sac-default,brc,760,617848,7192.3246,-19.8669,0.0000
t,sac-default,brc,770,627848,7310.4305,-19.8669,0.0000
t,sac-default,brc,780,637848,7427.7353,-19.8669,0.0000
t,sac-default,brc,790,647848,7542.7238,-19.8669,0.0000
t,sac-default,brc,800,657848,7655.6427,-19.8669,0.0000
t,ddpg-default,gru,810,51136,90.3670,-19.8615,0.0000
t,ddpg-default,gru,820,58784,105.6202,-19.8615,0.0000
t,ddpg-default,gru,830,59968,108.1703,-19.8615,0.0000
t,ddpg-default,gru,840,61280,111.0822,-19.8615,0.0000
t,ddpg-default,gru,850,63072,114.5077,-19.8615,0.0000
t,ddpg-default,gru,860,63584,115.4499,-19.8615,0.0000
t,ddpg-default,gru,870,65152,118.3678,-19.8615,0.0000
t,ddpg-default,gru,880,66112,120.2010,-19.8615,0.0000
t,ddpg-default,gru,890,70688,129.1443,-19.8615,0.0000
t,ddpg-default,gru,900,79808,147.1816,-19.8615,0.0000
t,ddpg-default,gru,910,88992,166.4835,-19.8615,0.0000
t,ddpg-default,gru,920,98400,185.7588,-19.8615,0.0000
t,ddpg-default,gru,930,108320,205.9944,-19.8615,0.0000
t,ddpg-default,gru,940,113856,216.1691,-19.8615,0.0000
t,ddpg-default,gru,950,114176,216.7488,-19.8615,0.0000
t,ddpg-default,gru,960,114496,217.3314,-19.8615,0.0000
t,ddpg-default,gru,970,114816,217.9667,-19.8615,0.0000
t,ddpg-default,gru,980,115136,218.5701,-19.8615,0.0000
t,ddpg-default,gru,990,115456,219.2432,-19.8615,0.0000
t,ddpg-default,gru,1000,115776,219.8353,-19.8615,0.0000
t,ddpg-default,gru,1010,119392,227.2479,-19.8615,0.0000
t,ddpg-default,gru,1020,119712,227.8488,-19.8615,0.0000
t,ddpg-default,gru,1030,123872,237.0027,-19.8615,0.0000
t,ddpg-default,gru,1040,127072,243.4264,-19.8615,0.0000
t,ddpg-default,gru,1050,130272,249.4655,-19.8615,0.0000
t,ddpg-default,gru,1060,132512,254.3856,-19.8615,0.0000
t,ddpg-default,gru,1070,132832,255.0042,-19.8615,0.0000
t,ddpg-default,gru,1080,134112,257.9054,-19.8615,0.0000
t,ddpg-default,gru,1090,134432,258.6274,-19.8615,0.0000
t,ddpg-default,gru,1100,134752,259.2222,-19.8615,0.0000
t,ddpg-default,gru,1110,135072,259.8646,-19.8615,0.0000
t,ddpg-default,gru,1120,135392,260.5889,-19.8615,0.0000
t,ddpg-default,gru,1130,135712,261.3192,-19.8615,0.0000
t,ddpg-default,gru,1140,136032,262.0318,-19.8615,0.0000
t,ddpg-default,gru,1150,136352,262.7673,-19.8615,0.0000
t,ddpg-default,gru,1160,136672,263.3743,-19.8615,0.0000
t,ddpg-default,gru,1170,136992,263.9810,-19.8615,0.0000
t,ddpg-default,gru,1180,137312,264.6342,-19.8615,0.0000
t,ddpg-default,gru,1190,137632,265.2268,-19.8615,0.0000
t,ddpg-default,gru,1200,137952,265.9032,-19.8615,0.0000
t,ddpg-default,gru,1210,138272,266.6399,-19.8615,0.0000
t,ddpg-default,gru,1220,138592,267.2513,-19.8615,0.0000
t,ddpg-default,gru,1230,138912,267.9311,-19.8615,0.0000
t,ddpg-default,gru,1240,139232,268.6595,-19.8615,0.0000
t,ddpg-default,gru,1250,139552,269.2937,-19.8615,0.0000
t,ddpg-default,gru,1260,139872,270.0250,-19.8615,0.0000
t,ddpg-default,gru,1270,142144,274.8011,-19.8615,0.0000
t,ddpg-default,gru,1280,144672,279.9545,-19.8615,0.0000
t,ddpg-default,gru,1290,145088,280.7627,-19.8615,0.0000
t,ddpg-default,gru,1300,145408,281.3512,-19.8615,0.0000
t,ddpg-default,gru,1310,145728,281.9454,-19.8615,0.0000
t,ddpg-default,gru,1320,146048,282.5367,-19.8615,0.0000
t,ddpg-default,gru,1330,146368,283.1528,-19.8615,0.0000
t,ddpg-default,gru,1340,146688,283.7455,-19.8615,0.0000
t,ddpg-default,gru,1350,147008,284.4376,-19.8615,0.0000
t,ddpg-default,gru,1360,147328,285.1336,-19.8615,0.0000
t,ddpg-default,gru,1370,147648,285.7220,-19.8615,0.0000
t,ddpg-default,gru,1380,147968,286.3012,-19.8615,0.0000
t,ddpg-default,gru,1390,148288,286.9825,-19.8615,0.0000
t,ddpg-default,gru,1400,148608,287.5703,-19.8615,0.0000
t,ddpg-default,gru,1410,148928,288.1811,-19.8615,0.0000
t,ddpg-default,gru,1420,149248,288.7926,-19.8615,0.0000
t,ddpg-default,gru,1430,149568,289.3853,-19.8615,0.0000
t,ddpg-default,gru,1440,149888,289.9753,-19.8615,0.0000
t,ddpg-default,gru,1450,150208,290.6293,-19.8615,0.0000
t,ddpg-default,gru,1460,150528,291.2759,-19.8615,0.0000
t,ddpg-default,gru,1470,150848,291.8934,-19.8615,0.0000
t,ddpg-default,gru,1480,151168,292.5007,-19.8615,0.0000
t,ddpg-default,gru,1490,151488,293.1177,-19.8615,0.0000
t,ddpg-default,gru,1500,151808,293.8254,-19.8615,0.0000
t,ddpg-default,gru,1510,152128,294.4320,-19.8615,0.0000
t,ddpg-default,gru,1520,152448,295.0405,-19.8615,0.0000
t,ddpg-default,gru,1530,152768,295.6458,-19.8615,0.0000
t,ddpg-default,gru,1540,153088,296.2448,-19.8615,0.0000
t,ddpg-default,gru,1550,153408,296.8749,-19.8615,0.0000
t,ddpg-default,gru,1560,153728,297.4708,-19.8615,0.0000
t,ddpg-default,gru,1570,154048,298.1833,-19.8615,0.0000
t,ddpg-default,gru,1580,154432,299.0454,-19.8615,0.0000
t,ddpg-default,gru,1590,154752,299.6446,-19.8615,0.0000
t,ddpg-default,gru,1600,155072,300.3169,-19.8615,0.0000
t,ddpg-default,gru,1610,155392,300.9044,-19.8615,0.0000
t,ddpg-default,gru,1620,155712,301.4941,-19.8615,0.0000
t,ddpg-default,gru,1630,156032,302.0990,-19.8615,0.0000
t,ddpg-default,gru,1640,156352,302.7403,-19.8615,0.0000
t,ddpg-default,gru,1650,156672,303.3362,-19.8615,0.0000
t,ddpg-default,gru,1660,156992,303.9771,-19.8615,0.0000
t,ddpg-default,gru,1670,157312,304.6086,-19.8615,0.0000
t,ddpg-default,gru,1680,157632,305.2545,-19.8615,0.0000
t,ddpg-default,gru,1690,157952,305.8452,-19.8615,0.0000
t,ddpg-default,gru,1700,158272,306.5060,-19.8615,0.0000
t,ddpg-default,gru,1710,158592,307.1165,-19.8615,0.0000
t,ddpg-default,gru,1720,158912,307.7763,-19.8615,0.0000
t,ddpg-default,gru,1730,159232,308.4008,-19.8615,0.0000
t,ddpg-default,gru,1740,159552,309.0450,-19.8615,0.0000
t,ddpg-default,gru,1750,159872,309.7045,-19.8615,0.0000
dipoc,ddpg-before-proofreading,None,10,175,1.2216,135.0689,4.6666
dipoc,ddpg-before-proofreading,None,20,332,2.1627,135.0138,7.1836
dipoc,ddpg-before-proofreading,None,30,490,3.1044,136.3529,7.7058
dipoc,ddpg-before-proofreading,None,40,650,4.0706,137.2331,6.2992
dipoc,ddpg-before-proofreading,None,50,818,5.0648,162.2119,7.6107
dipoc,ddpg-before-proofreading,None,60,1160,7.0682,433.8481,66.3327
dipoc,ddpg-before-proofreading,None,70,1355,8.2028,135.0390,6.0786
dipoc,ddpg-before-proofreading,None,80,1522,9.1909,182.0154,5.6657
dipoc,ddpg-before-proofreading,None,90,1720,10.3627,234.7463,26.9206
dipoc,ddpg-before-proofreading,None,100,1997,11.9695,285.0532,14.7785
dipoc,ddpg-before-proofreading,None,110,2352,14.0021,386.7630,70.2402
dipoc,ddpg-before-proofreading,None,120,2713,15.6755,338.7167,73.5492
dipoc,ddpg-before-proofreading,None,130,3127,17.7594,416.7810,111.6312
dipoc,ddpg-before-proofreading,None,140,3683,21.1230,480.8709,121.8699
dipoc,ddpg-before-proofreading,None,150,4272,24.6739,419.9122,77.1514
dipoc,ddpg-before-proofreading,None,160,4871,28.2060,426.9597,95.9305
dipoc,ddpg-before-proofreading,None,170,5591,32.6045,578.3163,127.7121
dipoc,ddpg-before-proofreading,None,180,6362,37.2050,629.1196,152.3455
dipoc,ddpg-before-proofreading,None,190,7259,42.5000,846.4950,143.8691
dipoc,ddpg-before-proofreading,None,200,8336,48.9460,786.1851,131.0343
dipoc,ddpg-before-proofreading,None,210,9496,55.8860,768.6974,93.0018
dipoc,ddpg-before-proofreading,None,220,10606,62.4386,841.5499,96.0503
dipoc,ddpg-before-proofreading,None,230,11788,69.6139,912.0115,134.3362
dipoc,ddpg-before-proofreading,None,240,13203,77.9897,919.9275,109.3722
dipoc,ddpg-before-proofreading,None,250,14402,85.0659,805.2786,139.8297
dipoc,ddpg-before-proofreading,None,260,15700,92.8186,819.7737,221.0409
dipoc,ddpg-before-proofreading,None,270,16912,100.0661,952.7542,221.6763
dipoc,ddpg-before-proofreading,None,280,18572,110.0872,1174.7400,260.1807
dipoc,ddpg-before-proofreading,None,290,21043,125.0300,1052.1295,221.1259
dipoc,ddpg-before-proofreading,None,300,25533,151.4644,1314.1876,324.3094
dipoc,ddpg-before-proofreading,None,310,30445,179.6746,1615.9354,405.6990
dipoc,ddpg-before-proofreading,None,320,36628,216.3101,1738.0304,287.8492
dipoc,ddpg-before-proofreading,None,330,42398,250.8277,1628.3795,328.0107
dipoc,ddpg-before-proofreading,None,340,51152,302.7256,1442.3531,242.9876
dipoc,ddpg-before-proofreading,None,350,55494,328.3847,1780.3983,251.3034
dipoc,ddpg-before-proofreading,None,360,62104,367.4410,1759.2815,200.6324
dipoc,ddpg-before-proofreading,None,370,68779,404.3834,1328.6033,46.2265
dipoc,ddpg-before-proofreading,None,380,72289,425.1757,1858.3046,0.4111
dipoc,ddpg-before-proofreading,None,390,80132,472.0881,1858.8377,0.6435
dipoc,ddpg-before-proofreading,None,400,89146,524.7310,1070.9660,104.5625
dipoc,ddpg-before-proofreading,None,410,91182,536.2495,865.1808,123.7229
dipoc,ddpg-before-proofreading,None,420,93706,551.3319,930.6615,197.0317
dipoc,ddpg-before-proofreading,None,430,101002,594.2230,1632.7007,51.7731
dipoc,ddpg-before-proofreading,None,440,108674,638.6914,1858.3782,0.4218
dipoc,ddpg-before-proofreading,None,450,115940,681.4811,1806.1436,61.1700
dipoc,ddpg-before-proofreading,None,460,125545,737.8596,1856.7907,6.7729
dipoc,ddpg-before-proofreading,None,470,132403,777.1205,1858.8179,0.4747
dipoc,ddpg-before-proofreading,None,480,141595,830.5620,1486.1183,216.6994
dipoc,ddpg-before-proofreading,None,490,149412,875.1520,1859.1043,0.2750
dipoc,ddpg-before-proofreading,None,500,156217,913.9362,1812.1386,164.7337
dipoc,ddpg-before-proofreading,None,510,165105,961.5645,1816.4502,181.4479
dipoc,ddpg-before-proofreading,None,520,169187,984.6910,1759.8892,112.7193
dipoc,ddpg-before-proofreading,None,530,174971,1018.5848,1857.4282,0.2845
dipoc,ddpg-before-proofreading,None,540,184070,1069.5239,1858.8163,0.7015
dipoc,ddpg-before-proofreading,None,550,191862,1115.4347,1739.2181,320.7292
dipoc,ddpg-before-proofreading,None,560,200849,1167.5542,1858.8101,0.5613
dipoc,ddpg-before-proofreading,None,570,210613,1221.7195,1808.3849,151.4399
dipoc,ddpg-before-proofreading,None,580,218592,1269.3891,1770.5316,275.7093
dipoc,ddpg-before-proofreading,None,590,223347,1297.6019,1125.5017,183.1812
dipoc,ddpg-before-proofreading,None,600,225573,1309.8081,819.6965,132.8410
dipoc,ddpg-before-proofreading,None,610,227235,1317.8406,859.6041,262.3462
dipoc,ddpg-before-proofreading,None,620,230105,1334.2152,1859.2849,0.2300
dipoc,ddpg-before-proofreading,None,630,239829,1390.4275,1806.2695,168.7214
dipoc,ddpg-before-proofreading,None,640,247301,1432.1789,1464.4729,444.8827
dipoc,ddpg-before-proofreading,None,650,256091,1483.2575,1799.6437,257.5003
dipoc,ddpg-before-proofreading,None,660,264117,1531.2175,1800.1464,256.2820
dipoc,ddpg-before-proofreading,None,670,269733,1563.7528,985.5969,292.5921
dipoc,ddpg-before-proofreading,None,680,276346,1602.3647,782.0625,80.5505
dipoc,ddpg-before-proofreading,None,690,277371,1608.3955,764.7886,49.1319
dipoc,ddpg-before-proofreading,None,700,279728,1622.5335,1858.1503,0.2887
dipoc,ddpg-before-proofreading,None,710,289227,1678.0460,1769.1675,283.1103
dipoc,ddpg-before-proofreading,None,720,293283,1701.8179,1764.4792,127.6631
dipoc,ddpg-before-proofreading,None,730,300223,1742.0597,1605.2896,195.5546
dipoc,ddpg-before-proofreading,None,740,309203,1795.4462,1793.0588,147.2430
dipoc,ddpg-before-proofreading,None,750,318353,1849.8724,1280.8287,234.4465
dipoc,ddpg-before-proofreading,None,760,320292,1861.0574,980.2960,302.1381
dipoc,ddpg-before-proofreading,None,770,325051,1889.2510,1300.1532,132.4373
dipoc,ddpg-before-proofreading,None,780,331477,1926.3418,1858.9252,0.5372
dipoc,ddpg-before-proofreading,None,790,340578,1977.6722,1857.8592,0.3891
dipoc,ddpg-before-proofreading,None,800,348461,2024.0641,1855.5221,0.7546
dipoc,ddpg-before-proofreading,None,810,355105,2063.2439,1775.2194,254.6629
dipoc,ddpg-before-proofreading,None,820,361519,2101.4795,1858.1501,1.4685
dipoc,ddpg-before-proofreading,None,830,369252,2146.4214,1858.2089,0.4711
dipoc,ddpg-before-proofreading,None,840,376357,2188.0136,1328.4451,100.5526
dipoc,ddpg-before-proofreading,None,850,383747,2229.1363,1332.0996,169.8102
dipoc,ddpg-before-proofreading,None,860,389069,2260.5121,1858.8434,0.4097
dipoc,ddpg-before-proofreading,None,870,399067,2315.2391,1776.6024,115.7357
dipoc,ddpg-before-proofreading,None,880,407190,2363.8952,1692.9564,366.5453
dipoc,ddpg-before-proofreading,None,890,416151,2413.5346,1820.9538,161.4663
dipoc,ddpg-before-proofreading,None,900,425313,2464.5252,1720.4341,324.9192
dipoc,ddpg-before-proofreading,None,910,430776,2495.1058,1855.7617,0.1134
dipoc,ddpg-before-proofreading,None,920,437390,2534.4498,1514.6045,111.9110
dipoc,ddpg-before-proofreading,None,930,444254,2574.2523,1506.9924,477.1506
dipoc,ddpg-before-proofreading,None,940,448348,2597.6985,1235.9794,237.7251
dipoc,ddpg-before-proofreading,None,950,455624,2640.0317,1858.8169,0.5594
dipoc,ddpg-before-proofreading,None,960,460185,2665.8930,861.6556,48.9856
dipoc,ddpg-before-proofreading,None,970,463120,2683.2654,1341.6271,30.5046
dipoc,ddpg-before-proofreading,None,980,469196,2718.1762,1645.2240,419.9633
dipoc,ddpg-before-proofreading,None,990,478038,2770.4862,1792.9592,243.4316
dipoc,ddpg-before-proofreading,None,1000,483227,2801.0721,1508.3753,30.3401
dipoc,ddpg-before-proofreading,None,1010,489392,2838.0089,1302.0645,184.2300
dipoc,ddpg-before-proofreading,None,1020,495684,2875.4665,989.8620,120.3935
dipoc,ddpg-before-proofreading,None,1030,502611,2916.5043,1840.5275,74.0882
dipoc,ddpg-before-proofreading,None,1040,511557,2969.4825,1570.5957,196.5159
dipoc,ddpg-before-proofreading,None,1050,520647,3022.4460,1858.6857,0.6744
dipoc,ddpg-before-proofreading,None,1060,527616,3063.3308,1202.4387,83.7181
dipoc,ddpg-before-proofreading,None,1070,532692,3092.4968,1858.3792,0.6102
dipoc,ddpg-before-proofreading,None,1080,538515,3126.2729,1720.4473,163.7843
dipoc,ddpg-before-proofreading,elman,10,296,0.9161,206.7465,1.0196
dipoc,ddpg-before-proofreading,elman,20,504,1.4205,161.0008,28.0254
dipoc,ddpg-before-proofreading,elman,30,696,1.8820,142.5259,0.3428
dipoc,ddpg-before-proofreading,elman,40,912,2.4091,142.4980,0.3423
dipoc,ddpg-before-proofreading,elman,50,1104,2.8786,142.2291,0.3997
dipoc,ddpg-before-proofreading,elman,60,1288,3.3280,142.3809,0.4150
dipoc,ddpg-before-proofreading,elman,70,1480,3.7966,142.5232,0.3781
dipoc,ddpg-before-proofreading,elman,80,1672,4.2666,142.3464,0.3954
dipoc,ddpg-before-proofreading,elman,90,1832,4.6603,142.5219,0.4163
dipoc,ddpg-before-proofreading,elman,100,2008,5.1870,142.3894,0.4363
dipoc,ddpg-before-proofreading,elman,110,2184,5.7464,142.3560,0.4266
dipoc,ddpg-before-proofreading,elman,120,2376,6.3650,142.2757,0.4270
dipoc,ddpg-before-proofreading,elman,130,2560,6.9559,142.4312,0.3956
dipoc,ddpg-before-proofreading,elman,140,2760,7.5119,142.2022,0.3664
dipoc,ddpg-before-proofreading,elman,150,2952,7.9823,142.4894,0.3539
dipoc,ddpg-before-proofreading,elman,160,3136,8.4338,142.2367,0.3482
dipoc,ddpg-before-proofreading,elman,170,3328,8.9046,142.6117,0.3274
dipoc,ddpg-before-proofreading,elman,180,3496,9.3246,142.4218,0.3393
dipoc,ddpg-before-proofreading,elman,190,3680,9.7925,142.3705,0.4954
dipoc,ddpg-before-proofreading,elman,200,3872,10.2774,142.4115,0.4619
dipoc,ddpg-before-proofreading,elman,210,4048,10.7489,142.2681,0.2923
dipoc,ddpg-before-proofreading,elman,220,4232,11.2099,142.3591,0.4568
dipoc,ddpg-before-proofreading,elman,230,4400,11.6759,142.4281,0.3573
dipoc,ddpg-before-proofreading,elman,240,4568,12.0907,142.3608,0.3523
dipoc,ddpg-before-proofreading,elman,250,4768,12.5856,145.5669,13.2520
dipoc,ddpg-before-proofreading,elman,260,4952,13.0425,142.3817,0.5009
dipoc,ddpg-before-proofreading,elman,270,5120,13.4568,142.1360,0.3448
dipoc,ddpg-before-proofreading,elman,280,5296,13.8951,142.4601,0.4627
dipoc,ddpg-before-proofreading,elman,290,5464,14.3120,142.4374,0.4557
dipoc,ddpg-before-proofreading,elman,300,5640,14.7610,142.4198,0.3861
dipoc,ddpg-before-proofreading,elman,310,5840,15.2601,142.4317,0.4596
dipoc,ddpg-before-proofreading,elman,320,6016,15.6969,142.3271,0.3162
dipoc,ddpg-before-proofreading,elman,330,6200,16.1534,142.2313,0.3739
dipoc,ddpg-before-proofreading,elman,340,6384,16.5982,142.5162,0.2678
dipoc,ddpg-before-proofreading,elman,350,6552,17.0079,142.6445,0.2253
dipoc,ddpg-before-proofreading,elman,360,6736,17.4515,142.3635,0.3642
dipoc,ddpg-before-proofreading,elman,370,6920,17.8947,142.2969,0.3529
dipoc,ddpg-before-proofreading,elman,380,7096,18.3186,142.4512,0.4518
dipoc,ddpg-before-proofreading,elman,390,7280,18.7807,142.3178,0.4464
dipoc,ddpg-before-proofreading,elman,400,7464,19.2743,142.2984,0.3473
dipoc,ddpg-before-proofreading,elman,410,7656,19.8910,142.2980,0.2949
dipoc,ddpg-before-proofreading,elman,420,7832,20.4045,142.3760,0.4231
dipoc,ddpg-before-proofreading,elman,430,8016,20.8586,142.4772,0.3803
dipoc,ddpg-before-proofreading,elman,440,8208,21.3300,142.4483,0.3927
dipoc,ddpg-before-proofreading,elman,450,8376,21.7477,142.4545,0.3312
dipoc,ddpg-before-proofreading,elman,460,8544,22.1657,142.3976,0.3153
dipoc,ddpg-before-proofreading,elman,470,8728,22.6227,142.4295,0.3518
dipoc,ddpg-before-proofreading,elman,480,8912,23.0795,142.4580,0.3801
dipoc,ddpg-before-proofreading,elman,490,9088,23.5159,142.3300,0.3315
dipoc,ddpg-before-proofreading,elman,500,9264,23.9506,142.4290,0.3826
dipoc,ddpg-before-proofreading,elman,510,9440,24.3905,142.3719,0.3803
dipoc,ddpg-before-proofreading,elman,520,9600,24.7766,142.5082,0.3394
dipoc,ddpg-before-proofreading,elman,530,9784,25.2213,142.4296,0.3149
dipoc,ddpg-before-proofreading,elman,540,9944,25.6146,145.4712,13.2786
dipoc,ddpg-before-proofreading,elman,550,10120,26.0390,142.4904,0.3651
dipoc,ddpg-before-proofreading,elman,560,10288,26.4461,142.4424,0.3778
dipoc,ddpg-before-proofreading,elman,570,10472,26.9005,142.4970,0.3224
dipoc,ddpg-before-proofreading,elman,580,10664,27.4552,142.5584,0.3197
dipoc,ddpg-before-proofreading,elman,590,10872,27.9509,142.4557,0.4300
dipoc,ddpg-before-proofreading,elman,600,11056,28.4028,142.3816,0.3593
dipoc,ddpg-before-proofreading,elman,610,11288,28.9756,173.9594,31.1068
dipoc,ddpg-before-proofreading,elman,620,11464,29.4056,142.5711,0.3361
dipoc,ddpg-before-proofreading,elman,630,11672,29.9016,161.1811,28.1476
dipoc,ddpg-before-proofreading,elman,640,11888,30.4351,167.1755,29.9781
dipoc,ddpg-before-proofreading,elman,650,12096,30.9554,170.5410,30.7625
dipoc,ddpg-before-proofreading,elman,660,12320,31.6427,202.3840,13.6871
dipoc,ddpg-before-proofreading,elman,670,12560,32.3881,209.1606,0.8286
dipoc,ddpg-before-proofreading,elman,680,12872,33.3705,276.3037,13.2718
dipoc,ddpg-before-proofreading,elman,690,13224,34.4829,291.9860,27.7863
dipoc,ddpg-before-proofreading,elman,700,13632,35.6589,415.6460,52.3311
dipoc,ddpg-before-proofreading,elman,710,14024,36.8648,218.7676,22.2005
dipoc,ddpg-before-proofreading,elman,720,14416,37.8325,266.1704,18.8626
dipoc,ddpg-before-proofreading,elman,730,14784,38.8038,368.9284,39.1239
dipoc,ddpg-before-proofreading,elman,740,15144,39.6849,211.9461,13.6634
dipoc,ddpg-before-proofreading,elman,750,15384,40.2760,187.2568,29.1802
dipoc,ddpg-before-proofreading,elman,760,15624,40.8639,206.4555,0.8491
dipoc,ddpg-before-proofreading,elman,770,15864,41.4512,208.8753,0.7477
dipoc,ddpg-before-proofreading,elman,780,16104,42.1489,187.3471,29.3233
dipoc,ddpg-before-proofreading,elman,790,16328,42.7592,256.6455,33.3943
dipoc,ddpg-before-proofreading,elman,800,16536,43.2725,145.5284,13.2692
dipoc,ddpg-before-proofreading,elman,810,16720,43.7523,142.5107,0.3161
dipoc,ddpg-before-proofreading,elman,820,16904,44.2354,148.6123,18.3071
dipoc,ddpg-before-proofreading,elman,830,17120,44.8379,206.9431,1.3450
dipoc,ddpg-before-proofreading,elman,840,17376,45.4675,180.9549,31.2716
dipoc,ddpg-before-proofreading,elman,850,17576,45.9663,145.3976,13.3689
